strategy,wins,losses,draws
"[[2.0, 2.0, 3.0], [4.0, 13.0, 14.0], [15.0, 23.0, 24.0]]",3518,1499,331
"[[21.0, 21.0, 1.0], [1.0, 1.0, 12.0], [1.0, 21.0, 21.0]]",3517,1307,524
"[[21.0, 21.0, 21.0], [1.0, 21.0, 12.0], [1.0, 1.0, 1.0]]",3516,1288,544
"[[21.0, 21.0, 21.0], [1.0, 21.0, 12.0], [1.0, 1.0, 1.0]]",3516,1288,544
"[[2.0, 20.0, 20.0], [18.0, 2.0, 17.0], [17.0, 2.0, 2.0]]",3513,1069,766
"[[20.0, 20.0, 20.0], [16.0, 20.0, 1.0], [1.0, 1.0, 1.0]]",3512,1214,622
"[[20.0, 20.0, 20.0], [16.0, 20.0, 1.0], [1.0, 1.0, 1.0]]",3512,1214,622
"[[1.0, 1.0, 1.0], [1.0, 20.0, 20.0], [20.0, 21.0, 15.0]]",3510,1135,703
"[[20.0, 20.0, 20.0], [20.0, 1.0, 1.0], [1.0, 1.0, 16.0]]",3510,1303,535
"[[20.0, 20.0, 20.0], [20.0, 1.0, 1.0], [1.0, 1.0, 16.0]]",3510,1303,535
"[[5.0, 21.0, 21.0], [21.0, 3.0, 3.0], [21.0, 2.0, 3.0]]",3506,1526,316
"[[3.0, 3.0, 3.0], [16.0, 20.0, 16.0], [3.0, 16.0, 20.0]]",3504,891,953
"[[3.0, 3.0, 3.0], [16.0, 20.0, 16.0], [3.0, 16.0, 20.0]]",3504,891,953
"[[21.0, 12.0, 21.0], [1.0, 1.0, 1.0], [21.0, 1.0, 21.0]]",3502,1322,524
"[[1.0, 1.0, 1.0], [18.0, 18.0, 18.0], [21.0, 21.0, 1.0]]",3499,1473,376
"[[6.0, 6.0, 6.0], [25.0, 25.0, 6.0], [14.0, 6.0, 6.0]]",3497,1705,146
"[[14.0, 1.0, 22.0], [1.0, 1.0, 21.0], [1.0, 19.0, 20.0]]",3496,1256,596
"[[21.0, 1.0, 12.0], [1.0, 21.0, 1.0], [21.0, 1.0, 21.0]]",3496,1281,571
"[[2.0, 2.0, 12.0], [14.0, 20.0, 26.0], [20.0, 2.0, 2.0]]",3495,1081,772
"[[3.0, 21.0, 4.0], [3.0, 12.0, 3.0], [21.0, 12.0, 21.0]]",3494,1299,555
"[[3.0, 21.0, 4.0], [3.0, 12.0, 3.0], [21.0, 12.0, 21.0]]",3494,1299,555
"[[3.0, 21.0, 3.0], [21.0, 3.0, 3.0], [21.0, 22.0, 3.0]]",3493,1607,248
"[[1.0, 12.0, 3.0], [12.0, 20.0, 25.0], [20.0, 3.0, 4.0]]",3492,1025,831
"[[3.0, 3.0, 4.0], [21.0, 21.0, 3.0], [21.0, 21.0, 3.0]]",3491,1649,208
"[[1.0, 1.0, 16.0], [20.0, 1.0, 20.0], [20.0, 20.0, 1.0]]",3491,1125,732
"[[13.0, 21.0, 0.0], [1.0, 1.0, 1.0], [21.0, 21.0, 21.0]]",3489,1283,576
"[[3.0, 13.0, 20.0], [13.0, 20.0, 13.0], [3.0, 3.0, 12.0]]",3488,1090,770
"[[0.0, 21.0, 0.0], [21.0, 21.0, 21.0], [0.0, 16.0, 0.0]]",3488,1407,453
"[[0.0, 0.0, 0.0], [21.0, 21.0, 16.0], [21.0, 21.0, 0.0]]",3486,1314,548
"[[6.0, 6.0, 6.0], [14.0, 25.0, 25.0], [6.0, 6.0, 6.0]]",3485,1713,150
"[[15.0, 16.0, 20.0], [20.0, 20.0, 1.0], [1.0, 1.0, 6.0]]",3485,1096,767
"[[4.0, 4.0, 3.0], [2.0, 21.0, 21.0], [21.0, 21.0, 3.0]]",3485,1594,269
"[[21.0, 1.0, 12.0], [1.0, 21.0, 1.0], [11.0, 11.0, 21.0]]",3483,1362,503
"[[5.0, 5.0, 5.0], [25.0, 25.0, 20.0], [5.0, 5.0, 5.0]]",3483,1660,205
"[[2.0, 22.0, 2.0], [2.0, 2.0, 22.0], [22.0, 22.0, 4.0]]",3481,1592,275
"[[5.0, 5.0, 5.0], [5.0, 23.0, 23.0], [5.0, 5.0, 24.0]]",3481,1687,180
"[[20.0, 20.0, 20.0], [1.0, 1.0, 20.0], [1.0, 1.0, 16.0]]",3479,1278,591
"[[21.0, 21.0, 21.0], [21.0, 1.0, 1.0], [1.0, 1.0, 12.0]]",3478,1320,550
"[[21.0, 21.0, 21.0], [21.0, 1.0, 1.0], [1.0, 1.0, 12.0]]",3478,1320,550
"[[21.0, 21.0, 21.0], [21.0, 1.0, 1.0], [1.0, 1.0, 12.0]]",3478,1320,550
"[[2.0, 4.0, 2.0], [21.0, 21.0, 21.0], [4.0, 21.0, 4.0]]",3477,1582,289
"[[0.0, 0.0, 21.0], [21.0, 21.0, 21.0], [16.0, 0.0, 0.0]]",3477,1471,400
"[[21.0, 21.0, 1.0], [21.0, 21.0, 1.0], [1.0, 1.0, 12.0]]",3475,1244,629
"[[1.0, 4.0, 21.0], [4.0, 12.0, 12.0], [4.0, 21.0, 21.0]]",3472,1243,633
"[[3.0, 3.0, 3.0], [21.0, 21.0, 21.0], [3.0, 21.0, 4.0]]",3471,1598,279
"[[3.0, 21.0, 3.0], [4.0, 12.0, 3.0], [21.0, 21.0, 12.0]]",3471,1231,646
"[[1.0, 15.0, 25.0], [1.0, 15.0, 25.0], [1.0, 15.0, 2.0]]",3470,1332,546
"[[1.0, 0.0, 21.0], [0.0, 1.0, 22.0], [21.0, 22.0, 12.0]]",3470,1116,762
"[[1.0, 20.0, 1.0], [1.0, 1.0, 16.0], [20.0, 20.0, 20.0]]",3470,1130,748
"[[3.0, 21.0, 4.0], [3.0, 21.0, 21.0], [3.0, 21.0, 3.0]]",3469,1621,258
"[[23.0, 5.0, 5.0], [23.0, 24.0, 5.0], [5.0, 5.0, 5.0]]",3468,1732,148
"[[20.0, 16.0, 20.0], [1.0, 20.0, 1.0], [20.0, 1.0, 1.0]]",3468,1214,666
"[[15.0, 16.0, 20.0], [20.0, 20.0, 6.0], [1.0, 1.0, 1.0]]",3467,1127,754
"[[1.0, 21.0, 1.0], [21.0, 12.0, 21.0], [21.0, 1.0, 1.0]]",3464,1194,690
"[[2.0, 2.0, 20.0], [20.0, 13.0, 2.0], [20.0, 1.0, 20.0]]",3462,1143,743
"[[0.0, 15.0, 0.0], [21.0, 23.0, 21.0], [17.0, 3.0, 0.0]]",3462,1293,593
"[[8.0, 21.0, 21.0], [21.0, 21.0, 2.0], [2.0, 2.0, 2.0]]",3459,1669,220
"[[21.0, 8.0, 21.0], [2.0, 2.0, 21.0], [2.0, 21.0, 2.0]]",3459,1646,243
"[[3.0, 12.0, 5.0], [12.0, 33.0, 12.0], [4.0, 12.0, 7.0]]",3458,1606,284
"[[3.0, 3.0, 3.0], [21.0, 21.0, 21.0], [4.0, 21.0, 3.0]]",3457,1646,245
"[[13.0, 5.0, 18.0], [16.0, 27.0, 1.0], [1.0, 18.0, 1.0]]",3455,1429,464
"[[3.0, 15.0, 12.0], [5.0, 30.0, 5.0], [12.0, 15.0, 3.0]]",3454,1462,432
"[[2.0, 8.0, 2.0], [21.0, 21.0, 21.0], [2.0, 21.0, 2.0]]",3453,1661,234
"[[3.0, 3.0, 3.0], [3.0, 21.0, 21.0], [21.0, 4.0, 21.0]]",3452,1674,222
"[[15.0, 20.0, 20.0], [2.0, 2.0, 17.0], [2.0, 2.0, 20.0]]",3452,1065,831
"[[6.0, 2.0, 3.0], [22.0, 23.0, 19.0], [11.0, 7.0, 7.0]]",3449,1686,213
"[[0.0, 0.0, 0.0], [21.0, 21.0, 21.0], [0.0, 16.0, 21.0]]",3448,1370,530
"[[10.0, 3.0, 22.0], [4.0, 22.0, 3.0], [22.0, 4.0, 10.0]]",3448,1663,237
"[[3.0, 21.0, 3.0], [21.0, 22.0, 21.0], [3.0, 3.0, 3.0]]",3447,1673,228
"[[1.0, 4.0, 3.0], [21.0, 4.0, 21.0], [21.0, 21.0, 4.0]]",3444,1507,397
"[[3.0, 16.0, 3.0], [3.0, 20.0, 16.0], [3.0, 16.0, 20.0]]",3443,909,996
"[[20.0, 20.0, 1.0], [1.0, 20.0, 1.0], [1.0, 20.0, 16.0]]",3443,1306,599
"[[20.0, 20.0, 1.0], [1.0, 20.0, 1.0], [1.0, 20.0, 16.0]]",3443,1306,599
"[[21.0, 6.0, 6.0], [5.0, 25.0, 5.0], [6.0, 5.0, 21.0]]",3441,1728,179
"[[21.0, 1.0, 1.0], [21.0, 12.0, 21.0], [21.0, 1.0, 1.0]]",3441,1277,630
"[[21.0, 1.0, 1.0], [21.0, 12.0, 21.0], [21.0, 1.0, 1.0]]",3441,1277,630
"[[21.0, 1.0, 1.0], [21.0, 12.0, 21.0], [21.0, 1.0, 1.0]]",3441,1277,630
"[[16.0, 1.0, 1.0], [20.0, 20.0, 20.0], [1.0, 20.0, 1.0]]",3440,1272,636
"[[20.0, 20.0, 20.0], [20.0, 16.0, 1.0], [1.0, 1.0, 1.0]]",3439,1392,517
"[[20.0, 20.0, 20.0], [20.0, 16.0, 1.0], [1.0, 1.0, 1.0]]",3439,1392,517
"[[20.0, 20.0, 20.0], [20.0, 16.0, 1.0], [1.0, 1.0, 1.0]]",3439,1392,517
"[[20.0, 20.0, 20.0], [20.0, 16.0, 1.0], [1.0, 1.0, 1.0]]",3439,1392,517
"[[20.0, 20.0, 20.0], [20.0, 16.0, 1.0], [1.0, 1.0, 1.0]]",3439,1392,517
"[[20.0, 20.0, 20.0], [20.0, 16.0, 1.0], [1.0, 1.0, 1.0]]",3439,1392,517
"[[20.0, 20.0, 20.0], [20.0, 16.0, 1.0], [1.0, 1.0, 1.0]]",3439,1392,517
"[[20.0, 20.0, 20.0], [20.0, 16.0, 1.0], [1.0, 1.0, 1.0]]",3439,1392,517
"[[0.0, 0.0, 0.0], [21.0, 21.0, 21.0], [21.0, 0.0, 16.0]]",3438,1410,500
"[[3.0, 21.0, 4.0], [21.0, 21.0, 3.0], [3.0, 21.0, 3.0]]",3436,1661,251
"[[24.0, 8.0, 4.0], [3.0, 2.0, 23.0], [19.0, 8.0, 9.0]]",3435,1740,173
"[[22.0, 21.0, 20.0], [19.0, 1.0, 1.0], [1.0, 1.0, 14.0]]",3435,1396,517
"[[0.0, 21.0, 21.0], [0.0, 0.0, 21.0], [16.0, 0.0, 21.0]]",3434,1400,514
"[[12.0, 7.0, 12.0], [8.0, 22.0, 7.0], [12.0, 8.0, 12.0]]",3433,1574,341
"[[1.0, 15.0, 2.0], [15.0, 30.0, 15.0], [1.0, 15.0, 6.0]]",3433,1299,616
"[[12.0, 7.0, 12.0], [7.0, 24.0, 7.0], [12.0, 7.0, 12.0]]",3433,1599,316
"[[1.0, 1.0, 11.0], [21.0, 21.0, 21.0], [21.0, 2.0, 1.0]]",3433,1182,733
"[[1.0, 1.0, 1.0], [20.0, 0.0, 20.0], [20.0, 20.0, 17.0]]",3431,1129,788
"[[3.0, 3.0, 3.0], [21.0, 22.0, 21.0], [3.0, 3.0, 21.0]]",3430,1721,197
"[[21.0, 3.0, 3.0], [4.0, 21.0, 21.0], [3.0, 21.0, 3.0]]",3429,1679,240
"[[2.0, 20.0, 2.0], [20.0, 12.0, 20.0], [2.0, 20.0, 2.0]]",3428,1325,595
"[[2.0, 2.0, 22.0], [22.0, 22.0, 22.0], [2.0, 2.0, 4.0]]",3428,1651,269
"[[2.0, 2.0, 21.0], [4.0, 21.0, 21.0], [4.0, 4.0, 21.0]]",3427,1686,235
"[[2.0, 2.0, 2.0], [2.0, 12.0, 21.0], [21.0, 16.0, 22.0]]",3427,1414,507
"[[1.0, 17.0, 26.0], [17.0, 1.0, 1.0], [18.0, 18.0, 1.0]]",3425,1628,295
"[[25.0, 6.0, 6.0], [6.0, 14.0, 25.0], [6.0, 6.0, 6.0]]",3424,1798,126
"[[3.0, 3.0, 4.0], [3.0, 12.0, 21.0], [21.0, 12.0, 21.0]]",3424,1461,463
"[[2.0, 2.0, 2.0], [2.0, 12.0, 21.0], [21.0, 17.0, 21.0]]",3423,1427,498
"[[4.0, 21.0, 3.0], [21.0, 21.0, 3.0], [3.0, 21.0, 3.0]]",3423,1648,277
"[[4.0, 4.0, 4.0], [25.0, 25.0, 26.0], [4.0, 4.0, 4.0]]",3422,1825,101
"[[2.0, 22.0, 22.0], [2.0, 3.0, 22.0], [3.0, 22.0, 2.0]]",3421,1652,275
"[[0.0, 16.0, 21.0], [21.0, 21.0, 21.0], [0.0, 0.0, 0.0]]",3419,1433,496
"[[0.0, 0.0, 0.0], [21.0, 23.0, 21.0], [21.0, 14.0, 0.0]]",3418,1386,544
"[[13.0, 2.0, 13.0], [20.0, 20.0, 13.0], [3.0, 13.0, 3.0]]",3417,1161,770
"[[2.0, 2.0, 2.0], [22.0, 22.0, 22.0], [22.0, 3.0, 3.0]]",3417,1713,218
"[[0.0, 21.0, 12.0], [21.0, 2.0, 21.0], [0.0, 21.0, 2.0]]",3415,1245,688
"[[4.0, 3.0, 3.0], [3.0, 12.0, 21.0], [21.0, 12.0, 21.0]]",3414,1445,489
"[[21.0, 4.0, 1.0], [4.0, 21.0, 21.0], [4.0, 21.0, 3.0]]",3413,1650,285
"[[20.0, 20.0, 20.0], [1.0, 20.0, 1.0], [1.0, 16.0, 1.0]]",3412,1278,658
"[[20.0, 20.0, 20.0], [1.0, 20.0, 1.0], [1.0, 16.0, 1.0]]",3412,1278,658
"[[20.0, 20.0, 20.0], [1.0, 20.0, 1.0], [1.0, 16.0, 1.0]]",3412,1278,658
"[[21.0, 21.0, 0.0], [0.0, 0.0, 0.0], [16.0, 21.0, 21.0]]",3412,1463,473
"[[2.0, 3.0, 2.0], [22.0, 22.0, 22.0], [22.0, 3.0, 2.0]]",3411,1719,218
"[[22.0, 2.0, 2.0], [22.0, 2.0, 22.0], [2.0, 22.0, 4.0]]",3411,1646,291
"[[21.0, 21.0, 16.0], [21.0, 0.0, 0.0], [21.0, 0.0, 0.0]]",3410,1407,531
"[[0.0, 16.0, 0.0], [21.0, 21.0, 21.0], [0.0, 21.0, 0.0]]",3409,1480,459
"[[4.0, 2.0, 22.0], [22.0, 22.0, 22.0], [2.0, 2.0, 2.0]]",3409,1724,215
"[[2.0, 4.0, 2.0], [22.0, 22.0, 22.0], [2.0, 22.0, 2.0]]",3408,1743,197
"[[0.0, 0.0, 21.0], [21.0, 0.0, 21.0], [0.0, 21.0, 16.0]]",3407,1387,554
"[[2.0, 22.0, 21.0], [21.0, 22.0, 3.0], [3.0, 3.0, 3.0]]",3407,1655,286
"[[2.0, 22.0, 2.0], [22.0, 22.0, 22.0], [3.0, 3.0, 2.0]]",3404,1736,208
"[[4.0, 22.0, 2.0], [2.0, 22.0, 22.0], [2.0, 22.0, 2.0]]",3404,1721,223
"[[19.0, 21.0, 19.0], [21.0, 16.0, 1.0], [1.0, 1.0, 1.0]]",3403,1535,410
"[[1.0, 1.0, 1.0], [1.0, 22.0, 22.0], [22.0, 22.0, 8.0]]",3402,1735,211
"[[22.0, 3.0, 3.0], [3.0, 3.0, 22.0], [21.0, 20.0, 3.0]]",3402,1668,278
"[[21.0, 21.0, 12.0], [12.0, 4.0, 4.0], [11.0, 11.0, 4.0]]",3402,1518,428
"[[16.0, 3.0, 3.0], [3.0, 20.0, 16.0], [3.0, 16.0, 20.0]]",3401,978,969
"[[2.0, 2.0, 1.0], [1.0, 21.0, 21.0], [21.0, 10.0, 21.0]]",3401,1431,516
"[[24.0, 5.0, 5.0], [24.0, 5.0, 5.0], [24.0, 5.0, 3.0]]",3400,1780,168
"[[0.0, 22.0, 22.0], [21.0, 0.0, 21.0], [0.0, 14.0, 0.0]]",3398,1341,609
"[[20.0, 1.0, 20.0], [1.0, 20.0, 1.0], [20.0, 1.0, 16.0]]",3396,1246,706
"[[20.0, 1.0, 20.0], [1.0, 20.0, 1.0], [20.0, 1.0, 16.0]]",3396,1246,706
"[[1.0, 18.0, 1.0], [20.0, 20.0, 1.0], [18.0, 20.0, 1.0]]",3396,1222,730
"[[20.0, 1.0, 20.0], [1.0, 20.0, 1.0], [20.0, 1.0, 16.0]]",3396,1246,706
"[[21.0, 10.0, 15.0], [15.0, 15.0, 21.0], [1.0, 1.0, 1.0]]",3394,1316,638
"[[21.0, 4.0, 3.0], [3.0, 3.0, 21.0], [21.0, 21.0, 3.0]]",3393,1681,274
"[[0.0, 21.0, 0.0], [16.0, 21.0, 21.0], [0.0, 21.0, 0.0]]",3392,1472,484
"[[2.0, 2.0, 2.0], [6.0, 12.0, 13.0], [21.0, 21.0, 21.0]]",3392,1393,563
"[[0.0, 21.0, 0.0], [16.0, 21.0, 21.0], [0.0, 21.0, 0.0]]",3392,1472,484
"[[0.0, 21.0, 0.0], [16.0, 21.0, 21.0], [0.0, 21.0, 0.0]]",3392,1472,484
"[[0.0, 21.0, 0.0], [16.0, 21.0, 21.0], [0.0, 21.0, 0.0]]",3392,1472,484
"[[0.0, 21.0, 0.0], [16.0, 21.0, 21.0], [0.0, 21.0, 0.0]]",3392,1472,484
"[[0.0, 21.0, 0.0], [16.0, 21.0, 21.0], [0.0, 21.0, 0.0]]",3392,1472,484
"[[21.0, 11.0, 1.0], [1.0, 21.0, 11.0], [12.0, 1.0, 21.0]]",3392,1386,570
"[[3.0, 3.0, 3.0], [20.0, 25.0, 20.0], [20.0, 3.0, 3.0]]",3391,1759,198
"[[21.0, 7.0, 2.0], [21.0, 7.0, 7.0], [21.0, 7.0, 7.0]]",3391,1666,291
"[[22.0, 1.0, 12.0], [21.0, 21.0, 1.0], [0.0, 21.0, 1.0]]",3389,1223,736
"[[0.0, 0.0, 21.0], [0.0, 22.0, 0.0], [22.0, 22.0, 13.0]]",3388,1441,519
"[[0.0, 16.0, 21.0], [0.0, 21.0, 21.0], [21.0, 0.0, 0.0]]",3387,1515,446
"[[0.0, 16.0, 21.0], [0.0, 21.0, 21.0], [21.0, 0.0, 0.0]]",3387,1515,446
"[[0.0, 16.0, 21.0], [0.0, 21.0, 21.0], [21.0, 0.0, 0.0]]",3387,1515,446
"[[22.0, 2.0, 4.0], [22.0, 2.0, 2.0], [22.0, 22.0, 2.0]]",3386,1742,220
"[[21.0, 20.0, 13.0], [13.0, 13.0, 2.0], [13.0, 2.0, 3.0]]",3386,1425,537
"[[16.0, 3.0, 3.0], [16.0, 20.0, 3.0], [16.0, 3.0, 20.0]]",3385,991,972
"[[23.0, 2.0, 8.0], [8.0, 23.0, 23.0], [2.0, 8.0, 3.0]]",3385,1781,182
"[[4.0, 20.0, 20.0], [3.0, 21.0, 20.0], [4.0, 4.0, 4.0]]",3383,1535,430
"[[20.0, 16.0, 1.0], [1.0, 20.0, 1.0], [1.0, 20.0, 20.0]]",3382,1299,667
"[[20.0, 20.0, 21.0], [20.0, 15.0, 1.0], [1.0, 1.0, 1.0]]",3382,1406,560
"[[0.0, 0.0, 0.0], [0.0, 23.0, 21.0], [17.0, 18.0, 21.0]]",3382,1514,452
"[[20.0, 20.0, 20.0], [21.0, 15.0, 1.0], [1.0, 1.0, 1.0]]",3381,1393,574
"[[20.0, 20.0, 20.0], [21.0, 15.0, 1.0], [1.0, 1.0, 1.0]]",3381,1393,574
"[[1.0, 20.0, 1.0], [20.0, 20.0, 1.0], [18.0, 18.0, 1.0]]",3380,1254,714
"[[16.0, 1.0, 1.0], [1.0, 1.0, 20.0], [20.0, 20.0, 20.0]]",3380,1479,489
"[[12.0, 1.0, 23.0], [7.0, 4.0, 7.0], [12.0, 22.0, 12.0]]",3380,1416,552
"[[20.0, 20.0, 2.0], [2.0, 17.0, 2.0], [2.0, 20.0, 15.0]]",3379,1200,769
"[[20.0, 1.0, 20.0], [16.0, 1.0, 1.0], [20.0, 1.0, 20.0]]",3378,1307,663
"[[21.0, 21.0, 2.0], [2.0, 21.0, 21.0], [2.0, 8.0, 2.0]]",3378,1725,245
"[[20.0, 1.0, 20.0], [16.0, 1.0, 1.0], [20.0, 1.0, 20.0]]",3378,1307,663
"[[0.0, 21.0, 21.0], [0.0, 21.0, 21.0], [16.0, 0.0, 0.0]]",3377,1496,475
"[[1.0, 1.0, 1.0], [21.0, 21.0, 21.0], [1.0, 11.0, 21.0]]",3377,1216,755
"[[6.0, 6.0, 6.0], [6.0, 25.0, 6.0], [14.0, 25.0, 6.0]]",3375,1851,122
"[[0.0, 0.0, 0.0], [0.0, 23.0, 22.0], [21.0, 20.0, 14.0]]",3373,1511,464
"[[13.0, 3.0, 3.0], [23.0, 3.0, 3.0], [23.0, 23.0, 6.0]]",3371,1807,170
"[[22.0, 12.0, 8.0], [12.0, 22.0, 6.0], [6.0, 6.0, 6.0]]",3369,1850,129
"[[21.0, 12.0, 12.0], [4.0, 12.0, 12.0], [3.0, 3.0, 21.0]]",3366,1632,350
"[[3.0, 3.0, 4.0], [3.0, 12.0, 12.0], [21.0, 21.0, 21.0]]",3366,1497,485
"[[1.0, 1.0, 22.0], [1.0, 14.0, 21.0], [1.0, 20.0, 19.0]]",3365,1371,612
"[[15.0, 20.0, 15.0], [15.0, 20.0, 4.0], [4.0, 4.0, 3.0]]",3364,1050,934
"[[5.0, 16.0, 3.0], [16.0, 12.0, 3.0], [3.0, 21.0, 21.0]]",3363,1365,620
"[[8.0, 2.0, 20.0], [13.0, 2.0, 20.0], [13.0, 2.0, 20.0]]",3362,1123,863
"[[21.0, 5.0, 1.0], [5.0, 21.0, 21.0], [1.0, 21.0, 4.0]]",3362,1573,413
"[[20.0, 20.0, 20.0], [1.0, 16.0, 1.0], [1.0, 20.0, 1.0]]",3362,1363,623
"[[23.0, 2.0, 23.0], [2.0, 0.0, 13.0], [13.0, 1.0, 23.0]]",3362,1508,478
"[[1.0, 2.0, 4.0], [14.0, 15.0, 21.0], [7.0, 21.0, 15.0]]",3360,1514,474
"[[21.0, 11.0, 21.0], [2.0, 21.0, 1.0], [21.0, 1.0, 1.0]]",3359,1212,777
"[[21.0, 0.0, 21.0], [0.0, 21.0, 0.0], [21.0, 0.0, 16.0]]",3359,1539,450
"[[0.0, 0.0, 0.0], [16.0, 0.0, 21.0], [21.0, 21.0, 21.0]]",3357,1541,450
"[[20.0, 6.0, 6.0], [6.0, 24.0, 6.0], [6.0, 6.0, 20.0]]",3357,1768,223
"[[0.0, 0.0, 0.0], [16.0, 0.0, 21.0], [21.0, 21.0, 21.0]]",3357,1541,450
"[[3.0, 4.0, 5.0], [16.0, 17.0, 21.0], [12.0, 2.0, 20.0]]",3356,1177,815
"[[20.0, 20.0, 1.0], [1.0, 20.0, 16.0], [1.0, 1.0, 20.0]]",3355,1287,706
"[[2.0, 3.0, 13.0], [2.0, 20.0, 13.0], [13.0, 13.0, 21.0]]",3355,1132,861
"[[8.0, 8.0, 8.0], [21.0, 21.0, 8.0], [8.0, 8.0, 10.0]]",3354,1762,232
"[[1.0, 1.0, 1.0], [16.0, 19.0, 20.0], [20.0, 20.0, 2.0]]",3353,1328,667
"[[20.0, 1.0, 20.0], [1.0, 20.0, 1.0], [16.0, 1.0, 20.0]]",3352,1244,752
"[[2.0, 2.0, 22.0], [2.0, 2.0, 22.0], [4.0, 22.0, 22.0]]",3352,1800,196
"[[3.0, 21.0, 3.0], [21.0, 3.0, 21.0], [4.0, 21.0, 3.0]]",3352,1781,215
"[[2.0, 2.0, 2.0], [5.0, 21.0, 21.0], [5.0, 21.0, 21.0]]",3350,1668,330
"[[22.0, 22.0, 2.0], [2.0, 2.0, 22.0], [4.0, 22.0, 2.0]]",3348,1763,237
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[1.0, 1.0, 1.0], [1.0, 16.0, 20.0], [20.0, 20.0, 20.0]]",3347,1484,517
"[[21.0, 21.0, 21.0], [16.0, 21.0, 0.0], [0.0, 0.0, 0.0]]",3346,1529,473
"[[12.0, 9.0, 12.0], [8.0, 25.0, 5.0], [12.0, 5.0, 12.0]]",3345,1614,389
"[[1.0, 21.0, 1.0], [21.0, 12.0, 21.0], [1.0, 21.0, 1.0]]",3344,1373,631
"[[1.0, 21.0, 1.0], [21.0, 12.0, 21.0], [1.0, 21.0, 1.0]]",3344,1373,631
"[[1.0, 21.0, 1.0], [21.0, 12.0, 21.0], [1.0, 21.0, 1.0]]",3344,1373,631
"[[20.0, 25.0, 15.0], [15.0, 5.0, 1.0], [15.0, 2.0, 2.0]]",3344,1399,605
"[[1.0, 21.0, 1.0], [21.0, 12.0, 21.0], [1.0, 21.0, 1.0]]",3344,1373,631
"[[1.0, 21.0, 1.0], [21.0, 12.0, 21.0], [1.0, 21.0, 1.0]]",3344,1373,631
"[[1.0, 21.0, 1.0], [21.0, 12.0, 21.0], [1.0, 21.0, 1.0]]",3344,1373,631
"[[1.0, 21.0, 1.0], [21.0, 12.0, 21.0], [1.0, 21.0, 1.0]]",3344,1373,631
"[[12.0, 4.0, 17.0], [19.0, 15.0, 4.0], [21.0, 4.0, 4.0]]",3342,1458,548
"[[3.0, 22.0, 22.0], [3.0, 3.0, 3.0], [21.0, 2.0, 21.0]]",3342,1709,297
"[[2.0, 22.0, 2.0], [4.0, 22.0, 22.0], [2.0, 2.0, 22.0]]",3341,1802,205
"[[1.0, 1.0, 12.0], [1.0, 1.0, 21.0], [21.0, 21.0, 21.0]]",3340,1463,545
"[[21.0, 21.0, 3.0], [21.0, 3.0, 3.0], [21.0, 3.0, 4.0]]",3338,1693,317
"[[21.0, 21.0, 4.0], [4.0, 21.0, 2.0], [21.0, 4.0, 2.0]]",3335,1732,281
"[[16.0, 21.0, 0.0], [21.0, 0.0, 21.0], [21.0, 0.0, 0.0]]",3333,1460,555
"[[16.0, 21.0, 0.0], [21.0, 0.0, 21.0], [21.0, 0.0, 0.0]]",3333,1460,555
"[[4.0, 4.0, 4.0], [21.0, 0.0, 21.0], [21.0, 21.0, 4.0]]",3333,1574,441
"[[5.0, 5.0, 18.0], [10.0, 21.0, 3.0], [15.0, 10.0, 13.0]]",3332,1503,513
"[[0.0, 15.0, 22.0], [21.0, 21.0, 21.0], [0.0, 0.0, 0.0]]",3331,1457,560
"[[21.0, 0.0, 21.0], [0.0, 21.0, 0.0], [16.0, 0.0, 21.0]]",3331,1561,456
"[[2.0, 22.0, 23.0], [2.0, 23.0, 22.0], [2.0, 2.0, 2.0]]",3331,1803,214
"[[2.0, 22.0, 3.0], [22.0, 23.0, 3.0], [2.0, 21.0, 2.0]]",3330,1778,240
"[[21.0, 1.0, 21.0], [1.0, 12.0, 1.0], [21.0, 21.0, 1.0]]",3329,1298,721
"[[1.0, 22.0, 1.0], [22.0, 22.0, 22.0], [1.0, 8.0, 1.0]]",3329,1796,223
